Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,,,
CHEMBL197649,O=C1/C(=C/c2cccnc2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50=15000nM,1.50E+04,-4.5,4.99E+05,
CHEMBL421353,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,IC50=93000nM,9.30E+04,-4.5,4.99E+05,
CHEMBL2236442,COc1cc(CSc2nc(-c3cc(F)cc(F)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=15135.61nM,1.51E+04,-4.5,4.99E+05,
CHEMBL2236430,COc1cc(CSc2nc(-c3ccc(Br)cc3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=13182.57nM,1.32E+04,-4.5,4.99E+05,
CHEMBL177929,N#Cc1ccccc1COc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50=230nM,2.30E+02,-4.5,4.99E+05,
CHEMBL200986,O=C1/C(=C/c2ccc(F)cc2F)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50=3000nM,3.00E+03,-4.5,4.99E+05,
CHEMBL2043034,CN1CCOCCN(C)S(=O)(=O)NC(=O)c2ccc3c(C4CCCCC4)c4n(c3c2)CC(=Cc2cc(F)ccc2-4)C1=O,IC50=31nM,3.10E+01,-4.5,4.99E+05,
CHEMBL193525,O=C(O)/C(=C/c1ccc(-c2ccc(OC(F)(F)F)cc2)o1)NC(=O)c1ccccc1,IC50=22000nM,2.20E+04,-4.5,4.99E+05,
CHEMBL364301,O=C(O)/C(=C/c1ccc(-c2ccccc2C(F)(F)F)o1)NC(=O)c1ccccc1,IC50=5600nM,5.60E+03,-4.5,4.99E+05,
CHEMBL4578983,O=c1/c(=C\c2ccccc2Cl)sc2n1CN(c1ccccc1)CN=2,IC50=429.54nM,4.30E+02,-4.5,4.99E+05,
CHEMBL200046,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCC2)sc2c1CCC(C)(C)C2,IC50=400nM,4.00E+02,-4.5,4.99E+05,
CHEMBL4632955,C#C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50=130nM,1.30E+02,-4.5,4.99E+05,
CHEMBL212094,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NN4CCCCC4)ccc3N2)c(O)c2cccnc21,IC50=51nM,5.10E+01,-4.5,4.99E+05,
CHEMBL209396,Cc1nc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)s1,IC50=11117317.27nM,1.11E+07,-4.5,4.99E+05,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=70nM,7.00E+01,-4.5,4.99E+05,
CHEMBL326470,O=C(O)c1oc2ccccc2c(=O)c1O,IC50=23000nM,2.30E+04,-4.5,4.99E+05,
CHEMBL4579787,O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50=540nM,5.40E+02,-4.5,4.99E+05,
CHEMBL194438,Cc1cccc(Cl)c1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50=200nM,2.00E+02,-4.5,4.99E+05,
CHEMBL179884,CCC(CC)Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=2460nM,2.46E+03,-4.5,4.99E+05,
CHEMBL4451951,O=c1/c(=C\c2ccc(Cl)cc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50=1819.7nM,1.82E+03,-4.5,4.99E+05,
CHEMBL193049,O=C(O)/C(=C/c1ccc(-c2ccccc2)o1)NC(=O)c1ccccc1,IC50=6700nM,6.70E+03,-4.5,4.99E+05,
CHEMBL363426,O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C(O)c1ccccc1,IC50=3100nM,3.10E+03,-4.5,4.99E+05,
CHEMBL182338,CC1CCC(Nc2ncnc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc23)CC1,IC50=1300nM,1.30E+03,-4.5,4.99E+05,
CHEMBL3672392,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4ncon4)c3)cc12,IC50=9nM,9.00E+00,-4.5,4.99E+05,
CHEMBL198134,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCOCC2)sc2c1CCC(C)(C)C2,IC50=2500nM,2.50E+03,-4.5,4.99E+05,
CHEMBL371538,COc1cccc(Cn2cccc2/C(O)=C/C(=O)C(=O)O)c1,IC50=7600nM,7.60E+03,-4.5,4.99E+05,
CHEMBL4455224,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(Cl)cc3)C2=O)cc1,IC50=370nM,3.70E+02,-4.5,4.99E+05,
CHEMBL176543,N#CCCCOc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50=2500nM,2.50E+03,-4.5,4.99E+05,
CHEMBL175174,NC(=O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCCCC1,IC50=27000nM,2.70E+04,-4.5,4.99E+05,
CHEMBL4462166,O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50=489.78nM,4.90E+02,-4.5,4.99E+05,
CHEMBL4462166,O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50=490nM,4.90E+02,-4.5,4.99E+05,
CHEMBL2236442,COc1cc(CSc2nc(-c3cc(F)cc(F)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=15000nM,1.50E+04,-4.5,4.99E+05,
CHEMBL176017,COc1ccc([C@H](NC(=O)c2ccc3c(c2)nc(-c2ccccn2)n3C2CCCCC2)C(=O)O)cc1OC,IC50=2000nM,2.00E+03,-4.5,4.99E+05,
CHEMBL4467629,COc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccc(Cl)cc3)C2=O)cc1,IC50=280nM,2.80E+02,-4.5,4.99E+05,
CHEMBL3617579,O=C(NCCCc1ccccc1)c1nc2ccccc2c(=O)n1O,IC50=8800nM,8.80E+03,-4.5,4.99E+05,
CHEMBL3233234,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(Cl)c3)c2-c2ccccc2S1(=O)=O,IC50=9300nM,9.30E+03,-4.5,4.99E+05,
CHEMBL4579787,O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50=539.51nM,5.40E+02,-4.5,4.99E+05,
CHEMBL2043042,COc1ccc2c(c1)C[C@@H]1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,IC50=530nM,5.30E+02,-4.5,4.99E+05,
CHEMBL4112513,C[C@@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(O)[C@@H]1O,IC50=65000nM,6.50E+04,-4.5,4.99E+05,
CHEMBL2016757,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,IC50=5600nM,5.60E+03,-4.5,4.99E+05,
CHEMBL361434,O=C(O)c1ccc2c(c1)nc(-c1ccccc1)n2C1CCCCC1,IC50=8600nM,8.60E+03,-4.4,5.90E+05,
CHEMBL210158,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,IC50=2.4nM,2.40E+00,-4.4,5.90E+05,
CHEMBL16326,O=C(O)C(=O)/C=C(\O)c1ccccc1,IC50=5600nM,5.60E+03,-4.4,5.90E+05,
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50=1600nM,1.60E+03,-4.4,5.90E+05,
CHEMBL366941,COc1ccc(CNC(=O)c2ccc3c(c2)nc(-c2ccccn2)n3C2CCCCC2)cc1OC,IC50=7100nM,7.10E+03,-4.4,5.90E+05,
CHEMBL2236459,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCCC(=O)Oc2ccccc2)[nH]c1=O,IC50=13000nM,1.30E+04,-4.4,5.90E+05,
CHEMBL206518,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1ccccc1Cl,IC50=340nM,3.40E+02,-4.4,5.90E+05,
CHEMBL3902813,O=C(Nc1c(OCc2ccc(Cl)cc2)cccc1C(=O)O)c1ccccc1,IC50>50000nM,5.00E+04,-4.4,5.90E+05,
CHEMBL182786,Oc1ncnc2nc(-c3ccccc3)c(-c3ccccc3)nc12,IC50=15000nM,1.50E+04,-4.4,5.90E+05,
CHEMBL425017,O=C(O)/C(=C/c1ccc(-c2ccc(C(F)(F)F)cc2)o1)NC(=O)c1ccccc1,IC50=13000nM,1.30E+04,-4.4,5.90E+05,
CHEMBL193427,O=C(O)/C(=C/c1ccc(Oc2c(F)cccc2Cl)cc1)NC(=O)c1ccccc1,IC50=70nM,7.00E+01,-4.4,5.90E+05,
CHEMBL213027,O=C(O)c1c[nH]c2c(C3CCCCC3)c(-c3ccccc3)nc-2c1,IC50=1900nM,1.90E+03,-4.4,5.90E+05,
CHEMBL193403,O=C(O)/C(=C/c1ccc(-c2ccccc2F)o1)NC(=O)c1ccccc1,IC50=3100nM,3.10E+03,-4.4,5.90E+05,
CHEMBL426244,COc1ccccc1CCNc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50=80000nM,8.00E+04,-4.4,5.90E+05,
CHEMBL2236446,N#Cc1c(-c2ccccc2C(F)(F)F)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50=9200nM,9.20E+03,-4.4,5.90E+05,
CHEMBL180190,COc1ccccc1COc1ccc(C(=O)N(c2ncc(C(=O)O)s2)C2CCCCC2)cc1,IC50=8500nM,8.50E+03,-4.4,5.90E+05,
CHEMBL370326,O=C(O)/C(=C/c1ccc(-c2cccc(C(F)(F)F)c2)o1)NC(=O)c1ccccc1,IC50=8700nM,8.70E+03,-4.4,5.90E+05,
CHEMBL2236437,COc1cc(CSc2nc(-c3cccc(C(F)(F)F)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=11220.18nM,1.12E+04,-4.4,5.90E+05,
CHEMBL425915,O=C(O)/C(=C/c1cccc(-c2ccccc2Cl)n1)NC(=O)c1ccccc1,IC50=11000nM,1.10E+04,-4.4,5.90E+05,
CHEMBL181653,O=C(O)c1nc(-c2cccs2)nc(O)c1O,IC50=240nM,2.40E+02,-4.4,5.90E+05,
CHEMBL199646,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2)sc2c1CCC(C)(C)C2,IC50=90nM,9.00E+01,-4.4,5.90E+05,
CHEMBL486231,C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=606nM,6.06E+02,-4.4,5.90E+05,
CHEMBL182991,Oc1ncnc2nc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)nc12,IC50=3000nM,3.00E+03,-4.4,5.90E+05,
CHEMBL217670,CC(=O)N1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccccc21,IC50=120nM,1.20E+02,-4.4,5.90E+05,
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50=1600nM,1.60E+03,-4.4,5.90E+05,
CHEMBL180998,CC(C)CNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=101nM,1.01E+02,-4.4,5.90E+05,
CHEMBL206518,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1ccccc1Cl,IC50=140nM,1.40E+02,-4.4,5.90E+05,
CHEMBL201469,O=C(NN1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S)c1ccccc1,IC50>30000nM,3.00E+04,-4.4,5.90E+05,
CHEMBL205341,CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3ccccc3N2)=C(O)[C@@H]1C(C)(C)C,IC50=18nM,1.80E+01,-4.4,5.90E+05,
CHEMBL205026,O=C(O)c1nc(-c2ccco2)nc(O)c1O,IC50=2900nM,2.90E+03,-4.4,5.90E+05,
CHEMBL2236459,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCCC(=O)Oc2ccccc2)[nH]c1=O,IC50=12882.5nM,1.29E+04,-4.4,5.90E+05,
CHEMBL209357,C#CCOC(=O)NS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cccnc3n(CCC(C)C)c1=O)N2,IC50=72nM,7.20E+01,-4.4,5.90E+05,
CHEMBL2236424,COc1cc(CSc2nc(-c3ccc(F)cc3F)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=19054.61nM,1.91E+04,-4.4,5.90E+05,
CHEMBL189744,CN1CCN(C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,IC50=39nM,3.90E+01,-4.4,5.90E+05,
CHEMBL179508,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccco2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=800nM,8.00E+02,-4.4,5.90E+05,
CHEMBL192054,O=C(O)/C(=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)NC(=O)c1ccccc1,IC50=6900nM,6.90E+03,-4.4,5.90E+05,
CHEMBL199809,O=C1/C(=C/c2cc(F)c(F)c(F)c2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50=1000nM,1.00E+03,-4.4,5.90E+05,
CHEMBL183651,O=C(Nc1nc(C(=O)O)cs1)c1ccc(Oc2ccccc2)cc1,IC50>50000nM,5.00E+04,-4.4,5.90E+05,
CHEMBL4594122,O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccccc1)CN=2,IC50=620nM,6.20E+02,-4.4,5.90E+05,
CHEMBL4451951,O=c1/c(=C\c2ccc(Cl)cc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50=1820nM,1.82E+03,-4.4,5.90E+05,
CHEMBL16326,O=C(O)C(=O)/C=C(\O)c1ccccc1,IC50=5700nM,5.70E+03,-4.4,5.90E+05,
CHEMBL1950241,COP(=O)(OC)OP(=O)(OC)OP(=O)(OC)OC[C@H]1O[C@@H](n2cc(F)c3c(N)ncnc32)[C@](C)(F)[C@@H]1O,IC50=6000nM,6.00E+03,-4.4,5.90E+05,
CHEMBL440391,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccn2)sc2c1CCC(C)(C)C2,IC50=150nM,1.50E+02,-4.4,5.90E+05,
CHEMBL200034,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cc2)sc2c1CCCC2,IC50=1000nM,1.00E+03,-4.4,5.90E+05,
CHEMBL195310,O=C(O)/C(=C/c1cncc(-c2ccccc2Cl)c1)NC(=O)c1ccccc1,IC50>100000nM,1.00E+05,-4.4,5.90E+05,
CHEMBL205130,O=C(O)c1nc(-c2cnccn2)nc(O)c1O,IC50=5300nM,5.30E+03,-4.4,5.90E+05,
CHEMBL198423,N#Cc1cccc(Cl)c1COc1cc(O)cc(/C(O)=C/C(=O)C(=O)O)c1,IC50=100nM,1.00E+02,-4.4,5.90E+05,
CHEMBL364072,O=C(O)/C(=C/c1ccc(-c2cccc(Cl)c2)o1)NC(=O)c1ccccc1,IC50=6000nM,6.00E+03,-4.4,5.90E+05,
CHEMBL371601,O=C(CCC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50=13000nM,1.30E+04,-4.4,5.90E+05,
CHEMBL440562,O=C(O)c1nc(-c2ccccc2)nc(O)c1O,IC50=30000nM,3.00E+04,-4.4,5.90E+05,
CHEMBL16326,O=C(O)C(=O)/C=C(\O)c1ccccc1,IC50=5700nM,5.70E+03,-4.4,5.90E+05,
CHEMBL198134,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCOCC2)sc2c1CCC(C)(C)C2,IC50=300nM,3.00E+02,-4.4,5.90E+05,
CHEMBL180948,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=190nM,1.90E+02,-4.4,5.90E+05,
CHEMBL208822,COCCOC(=O)NS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50=87nM,8.70E+01,-4.4,5.90E+05,
CHEMBL440760,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCN(C(C)=O)CC2)sc2c1CCC(C)(C)C2,IC50=300nM,3.00E+02,-4.4,5.90E+05,
CHEMBL372060,O=C(O)/C(=C/c1ccc(-c2ccccc2Cl)o1)NC(=O)c1ccccc1,IC50=1300nM,1.30E+03,-4.4,5.90E+05,
CHEMBL379045,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC#N)ccc3N2)c(O)c2cccnc21,IC50=25nM,2.50E+01,-4.4,5.90E+05,
CHEMBL214600,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCC1,IC50=2200nM,2.20E+03,-4.4,5.90E+05,
CHEMBL439523,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)sc2c1CCCC2,IC50=1000nM,1.00E+03,-4.4,5.90E+05,
CHEMBL181109,CC(C)(C)CCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=135nM,1.35E+02,-4.4,5.90E+05,
CHEMBL208803,O=C(O)[C@@H]1CCCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50=2000nM,2.00E+03,-4.4,5.90E+05,
CHEMBL183058,Cc1ccc(-c2nc3ncnc(O)c3nc2-c2ccc(C)cc2)cc1,IC50>100000nM,1.00E+05,-4.4,5.90E+05,
CHEMBL180773,COc1ccccc1Oc1ccc(C(=O)N(c2ncc(C(=O)O)s2)C2CCCCC2)cc1,IC50=8500nM,8.50E+03,-4.4,5.90E+05,
CHEMBL186146,Cc1ccccc1S(=O)(=O)Nc1cc(-c2ccncc2)sc1C(=O)O,IC50=4000nM,4.00E+03,-4.4,5.90E+05,
CHEMBL212390,CCOc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1F,IC50=790nM,7.90E+02,-4.4,5.90E+05,
CHEMBL440562,O=C(O)c1nc(-c2ccccc2)nc(O)c1O,IC50=30000nM,3.00E+04,-4.4,5.90E+05,
CHEMBL4069349,C[C@@]1(Cl)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=944nM,9.44E+02,-4.4,5.90E+05,
CHEMBL179970,COc1ccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)cc1,IC50=18nM,1.80E+01,-4.4,5.90E+05,
CHEMBL179256,O=C(O)c1ccc2c(c1)nc(-c1ccc(O)cc1F)n2C1CCCCC1,IC50=1.4nM,1.40E+00,-4.4,5.90E+05,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=25nM,2.50E+01,-4.4,5.90E+05,
CHEMBL4455224,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(Cl)cc3)C2=O)cc1,IC50=369.83nM,3.70E+02,-4.4,5.90E+05,
CHEMBL4442797,COc1ccc(N2CN=c3s/c(=C/c4ccccc4Cl)c(=O)n3C2)cc1,IC50=1260nM,1.26E+03,-4.4,5.90E+05,
CHEMBL4471005,COP(=O)(Nc1nn(-c2ccc(-c3cc4nc(C)ccn4n3)cc2)cc1C(=O)O)c1ccc(C)cc1C,IC50=2620.8nM,2.62E+03,-4.4,5.90E+05,
CHEMBL177776,CC(C)(C)c1ccc(C(=O)CC(=O)C(=O)O)cc1,IC50>50000nM,5.00E+04,-4.4,5.90E+05,
CHEMBL382763,CS(=O)(=O)NN1C(=O)/C(=C/c2ccc(Cl)c(Cl)c2)SC1=S,IC50=2000nM,2.00E+03,-4.4,5.90E+05,
CHEMBL192842,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,IC50=7000nM,7.00E+03,-4.4,5.90E+05,
CHEMBL435117,O=C1/C(=C/c2ccccc2F)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50=6500nM,6.50E+03,-4.4,5.90E+05,
CHEMBL440562,O=C(O)c1nc(-c2ccccc2)nc(O)c1O,IC50=2300nM,2.30E+03,-4.4,5.90E+05,
CHEMBL205026,O=C(O)c1nc(-c2ccco2)nc(O)c1O,IC50=2900nM,2.90E+03,-4.4,5.90E+05,
CHEMBL201341,C/C=C/Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=150nM,1.50E+02,-4.4,5.90E+05,
CHEMBL480143,C[C@@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,IC50>50000nM,5.00E+04,-4.4,5.90E+05,
CHEMBL182285,Fc1ccc(-c2nc3ncnc(NC4CCC4)c3nc2-c2ccc(F)cc2)cc1,IC50=2100nM,2.10E+03,-4.4,5.90E+05,
CHEMBL179257,O=C(O)c1ccc2c(c1)nc(-c1ccc(O)cc1)n2C1CCCCC1,IC50=3nM,3.00E+00,-4.4,5.90E+05,
CHEMBL362821,CCCC(CCC)Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=2240nM,2.24E+03,-4.4,5.90E+05,
CHEMBL202043,O=C1/C(=C/c2ccc(F)cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50=1000nM,1.00E+03,-4.4,5.90E+05,
CHEMBL212583,Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)s1,IC50=170nM,1.70E+02,-4.4,5.90E+05,
CHEMBL378218,CN(C)C(=O)c1ccc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)c1,IC50=32nM,3.20E+01,-4.4,5.90E+05,
CHEMBL4594122,O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccccc1)CN=2,IC50=619.44nM,6.19E+02,-4.4,5.90E+05,
CHEMBL2236449,COc1cc(CSc2nc(-c3ccc(C(C)C)cc3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50=25118.86nM,2.51E+04,-4.4,5.90E+05,
CHEMBL192674,CCc1ccccc1Oc1ccc(/C=C(\NC(=O)CCC2CCCC2)C(=O)O)cc1,IC50=7100nM,7.10E+03,-4.4,5.90E+05,
CHEMBL521487,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=63nM,6.30E+01,-4.4,5.90E+05,
CHEMBL4554145,O=C(CN1C(=O)S/C(=C\c2ccc(F)cc2)C1=O)Nc1ccc(Cl)cc1,IC50=100nM,1.00E+02,-4.4,5.90E+05,
CHEMBL23164,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccccc1Br)C(=O)c1ccc(Cl)cc1Cl,IC50=8000nM,8.00E+03,-4.3,6.99E+05,
CHEMBL190146,CN1CCN(C(=O)Cn2c(-c3ccc(Cl)cc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,IC50=12nM,1.20E+01,-4.3,6.99E+05,
CHEMBL373180,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(F)cc2)sc2c1CCC(C)(C)C2,IC50=500nM,5.00E+02,-4.3,6.99E+05,
CHEMBL196447,N#CCCCOc1ccc(O)cc1/C(O)=C/C(=O)C(=O)O,IC50=110nM,1.10E+02,-4.3,6.99E+05,
CHEMBL202304,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccc([N+](=O)[O-])c21,IC50>10000nM,1.00E+04,-4.3,6.99E+05,
CHEMBL379432,Cc1cccc2c1N=C(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)NS2(=O)=O,IC50=96nM,9.60E+01,-4.3,6.99E+05,
CHEMBL195227,O=C(CC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50=2200nM,2.20E+03,-4.3,6.99E+05,
CHEMBL183772,Cc1ccc(CNc2ncnc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc23)cc1,IC50=9600nM,9.60E+03,-4.3,6.99E+05,
CHEMBL174542,CC1CCCCC1n1c(-c2ccccn2)nc2cc(C(=O)O)ccc21,IC50=13000nM,1.30E+04,-4.3,6.99E+05,
CHEMBL18927,O=C(O)C(=O)CC(=O)c1cccc(OCc2ccccc2)c1,IC50=8000nM,8.00E+03,-4.3,6.99E+05,
CHEMBL194380,CSc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50=1800nM,1.80E+03,-4.3,6.99E+05,
CHEMBL425352,COc1ccc2c(C(=O)NC(CCC(=O)O)C(=O)O)cccc2c1Br,IC50=590nM,5.90E+02,-4.3,6.99E+05,
CHEMBL206150,CCCCC1(C(=O)O)CCc2c1[nH]c1c(C)ccc(C#N)c21,IC50=4600nM,4.60E+03,-4.3,6.99E+05,
CHEMBL202062,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(O)ccc21,IC50=198nM,1.98E+02,-4.3,6.99E+05,
CHEMBL209167,O=C(O)[C@H]1CCCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50=7100nM,7.10E+03,-4.3,6.99E+05,
CHEMBL181058,Cc1ccsc1CNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=1190nM,1.19E+03,-4.3,6.99E+05,
CHEMBL177429,COC(=O)C(=O)CC(=O)c1ccccc1,IC50>50000nM,5.00E+04,-4.3,6.99E+05,
CHEMBL191207,CCc1c(C2CCCCC2)c2ccc(C(=O)O)cc2n1CC(=O)N1CCC(N(C)C)CC1,IC50=283nM,2.83E+02,-4.3,6.99E+05,
CHEMBL360800,O=C(O)[C@H]1C[C@@](Cc2ccccc2)(C(=O)O)N(C(=O)c2ccc(C(F)(F)F)cc2)[C@H]1c1ccccc1,IC50=1900nM,1.90E+03,-4.3,6.99E+05,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50=881.9nM,8.82E+02,-4.3,6.99E+05,
CHEMBL372685,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2C(F)(F)F)cc1)C(=O)O,IC50=6300nM,6.30E+03,-4.3,6.99E+05,
CHEMBL177767,O=C(O)C(=O)CC(=O)C(c1ccccc1)c1ccccc1,IC50>50000nM,5.00E+04,-4.3,6.99E+05,
CHEMBL199578,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCCCC2)sc2c1CCC(C)(C)C2,IC50=1100nM,1.10E+03,-4.3,6.99E+05,
