Molecule ChEMBL ID,Smiles,Standard Value,IC50(nM),¦¤G, predict affinity(kcal/mol),difference,annotation
CHEMBL378546,Cc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50 = 10209394.84,1.02E+07,14.4,3.69E+19,3.69E+19,
CHEMBL366051,Cn1c(-c2cccs2)nc(C(=O)O)c(O)c1=O,IC50 = 4200,4.20E+03,14.5,4.37E+19,4.37E+19,
CHEMBL202191,N#Cc1ccccc1Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 780,7.80E+02,14.8,7.25E+19,7.25E+19,
CHEMBL2236453,CCCCCSc1nc(-c2ccc(Cl)cc2Cl)c(C#N)c(=O)[nH]1,IC50 = 17000,1.70E+04,15,1.02E+20,1.02E+20,
CHEMBL201823,CC(=O)Nc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,IC50 > 10000,1.00E+04,15.2,1.43E+20,1.43E+20,
CHEMBL178881,CCCCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 161,1.61E+02,15.3,1.69E+20,1.69E+20,
CHEMBL202304,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccc([N+](=O)[O-])c21,IC50 > 10000,1.00E+04,15.5,2.37E+20,2.37E+20,
CHEMBL2016760,C#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,IC50 = 232000,2.32E+05,15.7,3.32E+20,3.32E+20,
CHEMBL366188,CC(C)N(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCC2)c2ccc(C(=O)O)cc21,IC50  ,,15.8,3.93E+20,3.93E+20,
CHEMBL369958,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2cccc(C)c2)sc2c1CCCC2,IC50 = 900,9.00E+02,15.8,3.93E+20,3.93E+20,
CHEMBL4545438,COP(=O)(Nc1nn(-c2ccc(-c3cc4nccc(N)n4n3)cc2)cc1C(=O)O)c1ccc(C)cc1C,IC50 = 334.8,3.35E+02,15.8,3.93E+20,3.93E+20,
CHEMBL382159,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCCCC#N)ccc21,IC50 = 4328,4.33E+03,16,5.51E+20,5.51E+20,
CHEMBL2236436,Cc1cccc(-c2nc(SCc3ccc(OC(F)(F)F)cc3)[nH]c(=O)c2C#N)c1,IC50 = 8709.64,8.71E+03,16.1,6.52E+20,6.52E+20,
CHEMBL378758,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)nc21,IC50 = 320,3.20E+02,16.1,6.52E+20,6.52E+20,
CHEMBL202310,CCOC(=O)CNc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,IC50 = 115,1.15E+02,16.1,6.52E+20,6.52E+20,
CHEMBL201722,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccc(/C=C/C(N)=O)cc21,IC50 > 10000,1.00E+04,16.2,7.72E+20,7.72E+20,
CHEMBL2236436,Cc1cccc(-c2nc(SCc3ccc(OC(F)(F)F)cc3)[nH]c(=O)c2C#N)c1,IC50 = 8600,8.60E+03,16.5,1.28E+21,1.28E+21,
CHEMBL24548,Cc1cccc(CN(C(=O)c2ccc(Cl)cc2Cl)[C@@H](Cc2ccccc2)C(=O)O)c1,IC50 = 1800,1.80E+03,16.6,1.52E+21,1.52E+21,
CHEMBL177302,CN(C)CCCNC(=O)COc1ccc(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)cc1,IC50 = 13000,1.30E+04,17.1,3.53E+21,3.53E+21,
CHEMBL321642,CCNC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50 = 24000,2.40E+04,17.1,3.53E+21,3.53E+21,
CHEMBL383501,CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N1CCC1CC1,IC50 = 530,5.30E+02,17.2,4.18E+21,4.18E+21,
CHEMBL370542,CN(C)C(=O)Cn1c(-c2ccncc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 134,1.34E+02,17.7,9.74E+21,9.74E+21,
CHEMBL239976,COc1cccc2c1NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=NS2(=O)=O,IC50 = 1170,1.17E+03,17.8,1.15E+22,1.15E+22,
CHEMBL200046,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCC2)sc2c1CCC(C)(C)C2,IC50 = 200,2.00E+02,17.8,1.15E+22,1.15E+22,
CHEMBL361202,CS(=O)(=O)NC(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 45,4.50E+01,17.9,1.37E+22,1.37E+22,
CHEMBL201236,C/C(=C1/SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)c1ccc(Cl)c(Cl)c1,IC50 = 600,6.00E+02,18.1,1.91E+22,1.91E+22,
CHEMBL201635,NCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 > 10000,1.00E+04,18.1,1.91E+22,1.91E+22,
CHEMBL425754,Cc1cccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)c1,IC50 = 25000,2.50E+04,18.3,2.68E+22,2.68E+22,
CHEMBL180948,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50 = 300,3.00E+02,18.3,2.68E+22,2.68E+22,
CHEMBL201912,CCOC(=O)c1ccc2c(O)c(C3=NS(=O)(=O)c4ccccc4N3)c(=O)n(CCC(C)C)c2c1,IC50 > 10000,1.00E+04,18.4,3.18E+22,3.18E+22,
CHEMBL363830,CN(C)C(=O)Cn1c(-c2cccnc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 332,3.32E+02,18.8,6.25E+22,6.25E+22,
CHEMBL201336,CN(C)C(=O)Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(F)ccc21,IC50 > 10000,1.00E+04,18.8,6.25E+22,6.25E+22,
CHEMBL189319,CN(C)C1CNC(C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3cc(C(=O)O)ccc32)C1,IC50 = 244,2.44E+02,18.8,6.25E+22,6.25E+22,
CHEMBL371345,O=C(O)CNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50 = 60,6.00E+01,19.3,1.45E+23,1.45E+23,
CHEMBL206511,C=CCn1c(-c2sccc2[N+](=O)[O-])nc(C(=O)O)c(O)c1=O,IC50 = 69300,6.93E+04,19.8,3.39E+23,3.39E+23,
CHEMBL2236450,CC(C)c1ccc(-c2nc(SCc3ccccc3Br)[nH]c(=O)c2C#N)cc1,IC50 = 3800,3.80E+03,19.9,4.01E+23,4.01E+23,
CHEMBL4548240,COP(=O)(Nc1nn(-c2ccc(-c3cc4ncccn4n3)cc2)cc1C(=O)O)c1ccc(C)cc1C,IC50 = 3546.9,3.55E+03,19.9,4.01E+23,4.01E+23,
CHEMBL201999,NN1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S,IC50 = 1000,1.00E+03,20.5,1.10E+24,1.10E+24,
CHEMBL201681,CCCCC1(CC(=O)O)OCCc2c1sc1c(Cl)ccc(Cl)c21,IC50 = 750,7.50E+02,20.8,1.83E+24,1.83E+24,
CHEMBL215848,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc(C(=O)O)sc21,IC50 = 230,2.30E+02,20.9,2.17E+24,2.17E+24,
CHEMBL2236450,CC(C)c1ccc(-c2nc(SCc3ccccc3Br)[nH]c(=O)c2C#N)cc1,IC50 = 3801.89,3.80E+03,21.3,4.27E+24,4.27E+24,
CHEMBL207436,CCCCC1(C(=O)O)CCc2c1[nH]c1c(C)cc(F)c(C#N)c21,IC50 = 1500,1.50E+03,21.4,5.06E+24,5.06E+24,
CHEMBL2376577,Cc1ccc(S(=O)(=O)Nc2ccc(Oc3ccccc3)cc2C(=O)O)cc1,IC50 = 170,1.70E+02,21.5,5.99E+24,5.99E+24,
CHEMBL194380,CSc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50 = 1800,1.80E+03,21.6,7.09E+24,7.09E+24,
CHEMBL174646,CCc1ccc(C(=O)CC(=O)C(=O)O)cc1,IC50 = 47000,4.70E+04,22.1,1.65E+25,1.65E+25,
CHEMBL4632955,C#C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50 = 130,1.30E+02,22.1,1.65E+25,1.65E+25,
CHEMBL201555,C=CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 > 10000,1.00E+04,22.1,1.65E+25,1.65E+25,
CHEMBL180998,CC(C)CNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 101,1.01E+02,22.2,1.95E+25,1.95E+25,
CHEMBL213819,COC(=O)c1c(C(=O)O)ccc2c(C3CCCC3)c(-c3ccoc3)n(C)c12,IC50 = 480,4.80E+02,22.8,5.38E+25,5.38E+25,
CHEMBL210671,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NCCN)ccc3N2)c(O)c2cccnc21,IC50 = 10,1.00E+01,23.2,1.06E+26,1.06E+26,
CHEMBL212200,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NN4CCCC4)ccc3N2)c(O)c2cccnc21,IC50 = 27,2.70E+01,23.5,1.76E+26,1.76E+26,
CHEMBL212417,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(=O)O)ccc3N2)c(O)c2cccnc21,IC50 = 367,3.67E+02,23.7,2.46E+26,2.46E+26,
CHEMBL180689,Oc1ncnc2nc(-c3ccco3)c(-c3ccoc3)nc12,IC50 = 58000,5.80E+04,23.8,2.92E+26,2.92E+26,
CHEMBL365977,O=C(O)CCC(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,IC50 = 790,7.90E+02,24,4.09E+26,4.09E+26,
CHEMBL394002,COc1ccc(CNS(=O)(=O)Nc2ccc3c(c2)S(=O)(=O)N=C(c2c(O)c4cccnc4n(CCC(C)C)c2=O)N3)cc1,IC50 = 10,1.00E+01,24,4.09E+26,4.09E+26,
CHEMBL214576,CC(C)c1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1,IC50 = 4300,4.30E+03,24.5,9.52E+26,9.52E+26,
CHEMBL183575,CCCOC(=O)N(CC(=O)O)C(=O)c1c(Br)ccc2c(C(F)(F)F)c(OC)ccc12,IC50 = 4900,4.90E+03,24.7,1.33E+27,1.33E+27,
CHEMBL183046,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc21,IC50 = 41,4.10E+01,24.7,1.33E+27,1.33E+27,
CHEMBL4465752,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccccc3Cl)C2=O)cc1,IC50 = 1200,1.20E+03,25,2.22E+27,2.22E+27,
CHEMBL183046,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc21,IC50 = 69,6.90E+01,25.2,3.11E+27,3.11E+27,
CHEMBL176058,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 32,3.20E+01,25.3,3.68E+27,3.68E+27,
CHEMBL446444,Cc1ccc(Cn2cccc2/C=C/C(O)=C/C(=O)C(=O)O)cc1,IC50 = 28000,2.80E+04,25.8,8.56E+27,8.56E+27,
CHEMBL4522072,C=C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 6400,6.40E+03,26.1,1.42E+28,1.42E+28,
CHEMBL4546969,COc1ccc(/C=c2/sc3n(c2=O)CN(c2ccc(OC)cc2)CN=3)cc1,IC50 = 540,5.40E+02,26.2,1.68E+28,1.68E+28,
CHEMBL2236455,CCCCCSc1nc(-c2ccc(Br)cc2)c(C#N)c(=O)[nH]1,IC50 = 10964.78,1.10E+04,26.3,1.99E+28,1.99E+28,
CHEMBL3121384,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]23CCO3)c(=O)[nH]1,IC50 = 10400,1.04E+04,26.7,3.92E+28,3.92E+28,
CHEMBL202261,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccc(Br)cc21,IC50 > 10000,1.00E+04,27,6.50E+28,6.50E+28,
CHEMBL3651437,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)COC4)cc(F)c3C)c(F)c12,IC50 = 6,6.00E+00,27.1,7.70E+28,7.70E+28,
CHEMBL378546,Cc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50 = 98,9.80E+01,27.6,1.79E+29,1.79E+29,
CHEMBL201815,CC(Br)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 290,2.90E+02,28,3.52E+29,3.52E+29,
CHEMBL204122,Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 1900,1.90E+03,28.1,4.17E+29,4.17E+29,
CHEMBL367758,Cc1cccc(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)n1,IC50 > 30000,3.00E+04,28.3,5.85E+29,5.85E+29,
CHEMBL2236463,CC(C)c1ccc(-c2nc(SCC3CCCCO3)[nH]c(=O)c2C#N)cc1,IC50 = 17000,1.70E+04,28.7,1.15E+30,1.15E+30,
CHEMBL362701,CC(C)CCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 629,6.29E+02,29.2,2.68E+30,2.68E+30,
CHEMBL178881,CCCCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 951,9.51E+02,29.4,3.75E+30,3.75E+30,
CHEMBL204401,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)CN(C)C)ccc21,IC50 = 5805,5.81E+03,29.7,6.23E+30,6.23E+30,
CHEMBL214084,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(=O)OC(C)(C)C)ccc3N2)c(O)c2cccnc21,IC50 = 850,8.50E+02,29.7,6.23E+30,6.23E+30,
CHEMBL174670,CC(=O)Nc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50 = 60,6.00E+01,29.8,7.38E+30,7.38E+30,
CHEMBL381010,CCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 80,8.00E+01,30,1.03E+31,1.03E+31,
CHEMBL23164,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccccc1Br)C(=O)c1ccc(Cl)cc1Cl,IC50 = 8000,8.00E+03,30.1,1.22E+31,1.22E+31,
CHEMBL2376562,Cc1ccc(S(=O)(=O)Nc2cc(Oc3ccccc3)ccc2C(=O)O)cc1,IC50 = 100,1.00E+02,30.2,1.45E+31,1.45E+31,
CHEMBL2376562,Cc1ccc(S(=O)(=O)Nc2cc(Oc3ccccc3)ccc2C(=O)O)cc1,IC50 = 52,5.20E+01,30.2,1.45E+31,1.45E+31,
CHEMBL37541,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C3CCCC3)CC2=O)c(C(C)(C)C)cc1N,IC50 = 930,9.30E+02,30.3,1.72E+31,1.72E+31,
CHEMBL4462319,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(Cl)cc3Cl)C2=O)cc1,IC50 = 319.89,3.20E+02,30.4,2.03E+31,2.03E+31,
CHEMBL181246,CCCC(Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21)C(C)C,IC50 = 1130,1.13E+03,30.5,2.41E+31,2.41E+31,
CHEMBL2376562,Cc1ccc(S(=O)(=O)Nc2cc(Oc3ccccc3)ccc2C(=O)O)cc1,IC50 = 77,7.70E+01,30.5,2.41E+31,2.41E+31,
CHEMBL188277,COC(=O)c1nc(-c2ccc(Cl)cc2)nc(O)c1O,IC50 = 30000,3.00E+04,30.7,3.37E+31,3.37E+31,
CHEMBL2043042,COc1ccc2c(c1)C[C@@H]1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,IC50 = 530,5.30E+02,30.9,4.73E+31,4.73E+31,
CHEMBL192831,Cc1ccc(C(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,IC50 = 250,2.50E+02,31.4,1.10E+32,1.10E+32,
CHEMBL198134,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCOCC2)sc2c1CCC(C)(C)C2,IC50 = 300,3.00E+02,31.6,1.54E+32,1.54E+32,
CHEMBL216647,CC(C)(NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCOc1ccccc1-3)C(=O)O,IC50 = 46,4.60E+01,31.8,2.16E+32,2.16E+32,
CHEMBL480328,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@H]2O)c(=O)n1,IC50 = 770,7.70E+02,32.1,3.59E+32,3.59E+32,
CHEMBL361600,c1ccc(-c2nc3ncnc(NC4CCCCCC4)c3nc2-c2ccccc2)cc1,IC50 = 29000,2.90E+04,32.3,5.04E+32,5.04E+32,
CHEMBL177776,CC(C)(C)c1ccc(C(=O)CC(=O)C(=O)O)cc1,IC50 > 50000,5.00E+04,32.3,5.04E+32,5.04E+32,
CHEMBL199535,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCN(C)CC2)sc2c1CCC(C)(C)C2,IC50 = 2000,2.00E+03,32.4,5.97E+32,5.97E+32,
CHEMBL180190,COc1ccccc1COc1ccc(C(=O)N(c2ncc(C(=O)O)s2)C2CCCCC2)cc1,IC50 = 8500,8.50E+03,32.5,7.06E+32,7.06E+32,
CHEMBL2236458,CCCCCSc1nc(-c2cccc(C)c2)c(C#N)c(=O)[nH]1,IC50 = 18197.01,1.82E+04,32.6,8.37E+32,8.37E+32,
CHEMBL365135,CCc1ccccc1C(=O)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50 = 50,5.00E+01,32.6,8.37E+32,8.37E+32,
CHEMBL208843,Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)o1,IC50 = 580,5.80E+02,32.9,1.39E+33,1.39E+33,
CHEMBL4456569,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(F)cc3)C2=O)cc1,IC50 = 390,3.90E+02,32.9,1.39E+33,1.39E+33,
CHEMBL212728,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCCN)ccc3N2)c(O)c2cccnc21,IC50 = 21,2.10E+01,33.1,1.95E+33,1.95E+33,
CHEMBL369765,CCCCCCNc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50 > 100000,1.00E+05,33.1,1.95E+33,1.95E+33,
CHEMBL179228,Cc1ccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N2CCOCC2)cc1,IC50 = 11,1.10E+01,33.2,2.31E+33,2.31E+33,
CHEMBL3233234,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(Cl)c3)c2-c2ccccc2S1(=O)=O,IC50 = 127700,1.28E+05,33.2,2.31E+33,2.31E+33,
CHEMBL4546969,COc1ccc(/C=c2/sc3n(c2=O)CN(c2ccc(OC)cc2)CN=3)cc1,IC50 = 539.51,5.40E+02,33.2,2.31E+33,2.31E+33,
CHEMBL37541,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C3CCCC3)CC2=O)c(C(C)(C)C)cc1N,IC50 = 920,9.20E+02,33.3,2.73E+33,2.73E+33,
CHEMBL210854,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCCC#N)ccc3N2)c(O)c2cccnc21,IC50 = 35,3.50E+01,33.5,3.83E+33,3.83E+33,
CHEMBL420751,Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](F)[C@H]3O)c2n1,IC50 = 1800,1.80E+03,33.8,6.35E+33,6.35E+33,
CHEMBL2236463,CC(C)c1ccc(-c2nc(SCC3CCCCO3)[nH]c(=O)c2C#N)cc1,IC50 = 16982.44,1.70E+04,33.8,6.35E+33,6.35E+33,
CHEMBL380960,Cc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1,IC50 = 10000,1.00E+04,34.2,1.25E+34,1.25E+34,
CHEMBL2021379,Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@H](O)[C@H]3O)c2n1,IC50 = 20000,2.00E+04,35.1,5.72E+34,5.72E+34,
CHEMBL370569,CCCC1(CC(=O)O)OCCc2c1oc1ccccc21,IC50 > 20000,2.00E+04,35.1,5.72E+34,5.72E+34,
CHEMBL194438,Cc1cccc(Cl)c1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50 = 200,2.00E+02,35.1,5.72E+34,5.72E+34,
CHEMBL192137,CC(O)C(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,IC50 = 4800,4.80E+03,35.1,5.72E+34,5.72E+34,
CHEMBL207511,C=CCC1(C(=O)O)CCc2c1[nH]c1c(Cl)ccc(Cl)c21,IC50 = 1200,1.20E+03,35.5,1.12E+35,1.12E+35,
CHEMBL4457244,COc1ccc(/C=c2/sc3n(c2=O)CN(c2ccccc2)CN=3)cc1,IC50 = 199.99,2.00E+02,35.7,1.58E+35,1.58E+35,
CHEMBL179673,Cc1ccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)cc1,IC50 = 17,1.70E+01,35.9,2.21E+35,2.21E+35,
CHEMBL205648,CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3ccccc3N2)=C(O)[C@@H]1C(C)C,IC50 = 147,1.47E+02,36.5,6.09E+35,6.09E+35,
CHEMBL439511,CC(C)(C)C(=O)Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(F)ccc21,IC50 = 696,6.96E+02,37.1,1.68E+36,1.68E+36,
CHEMBL208843,Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)o1,IC50 = 1725837.89,1.73E+06,37.2,1.99E+36,1.99E+36,
CHEMBL376688,CN(C)C(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50 = 15,1.50E+01,37.6,3.90E+36,3.90E+36,
CHEMBL213199,COc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1,IC50 = 9700,9.70E+03,37.9,6.48E+36,6.48E+36,
CHEMBL4632867,C[C@@]1(O)[C@H](F)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50 = 630,6.30E+02,37.9,6.48E+36,6.48E+36,
CHEMBL202173,CCN1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S,IC50 > 30000,3.00E+04,38.1,9.09E+36,9.09E+36,
CHEMBL181109,CC(C)(C)CCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 411,4.11E+02,38.3,1.27E+37,1.27E+37,
CHEMBL201237,COc1ccc(/C=C2\SC(=S)N(N)C2=O)cc1,IC50 > 30000,3.00E+04,38.4,1.51E+37,1.51E+37,
CHEMBL215735,COc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1Cl,IC50 = 1000,1.00E+03,38.7,2.50E+37,2.50E+37,
CHEMBL4114490,Nc1ccn(C2OC(CO)[C@@H](O)[C@]23CCO3)c(=O)n1,IC50 = 56700,5.67E+04,39.3,6.90E+37,6.90E+37,
CHEMBL3121492,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]23CCO3)c(=O)n1,IC50 > 100000,1.00E+05,39.7,1.36E+38,1.36E+38,
CHEMBL4105584,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1[C@H]3CC[C@@H]1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,IC50 = 20,2.00E+01,39.7,1.36E+38,1.36E+38,
CHEMBL2236455,CCCCCSc1nc(-c2ccc(Br)cc2)c(C#N)c(=O)[nH]1,IC50 = 11000,1.10E+04,39.9,1.90E+38,1.90E+38,
CHEMBL180346,Cc1cccc(CNn2c(=O)c(C3=NS(=O)(=O)c4ccccc4N3)c(O)c3ccccc32)c1,IC50 = 212,2.12E+02,40,2.25E+38,2.25E+38,
CHEMBL4287556,CCCCc1nc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NC(C)(C)C)c1,IC50 = 66,6.60E+01,41.1,1.45E+39,1.45E+39,
CHEMBL182203,CC(C)Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 6350,6.35E+03,41.6,3.36E+39,3.36E+39,
CHEMBL212120,Cc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=N2,IC50 = 230,2.30E+02,41.6,3.36E+39,3.36E+39,
CHEMBL209031,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NCCc4ccccc4)ccc3N2)c(O)c2cccnc21,IC50 = 37,3.70E+01,42,6.61E+39,6.61E+39,
CHEMBL175762,CCC(CC)n1c(-c2ccccn2)nc2cc(C(=O)O)ccc21,IC50 = 139000,1.39E+05,44.1,2.30E+41,2.30E+41,
CHEMBL203772,Cc1ccc(C(Oc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c2ccc(C)cc2)cc1,IC50 = 3100,3.10E+03,45,1.05E+42,1.05E+42,
CHEMBL180346,Cc1cccc(CNn2c(=O)c(C3=NS(=O)(=O)c4ccccc4N3)c(O)c3ccccc32)c1,IC50 = 8210,8.21E+03,45.1,1.25E+42,1.25E+42,
CHEMBL2236425,Cc1cccc(CSc2nc(-c3ccc(F)cc3F)c(C#N)c(=O)[nH]2)c1,IC50 = 57543.99,5.75E+04,45.3,1.75E+42,1.75E+42,
CHEMBL4288803,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50 = 10,1.00E+01,45.3,1.75E+42,1.75E+42,
