NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
69,3,-8.7,2.198,5.363,1.287434159
69,4,-8.5,2.206,5.564,1.603063002
69,5,-8.4,3.277,6.013,1.40643366
69,6,-8.2,3.867,7.082,1.414294136
69,7,-8.2,3.921,6.358,1.263657184
69,8,-8.1,2.475,5.162,1.311580508
69,9,-8.1,1.917,4.315,1.023011805
70,1,-8.8,0,0,1.11119885
70,2,-8.1,3.47,4.801,1.136459548
70,3,-7.9,1.973,4.147,0.984872763
70,4,-7.8,3.515,5.188,1.164968239
70,5,-7.7,3.952,6.04,1.084124202
70,6,-7.6,3.264,6.081,1.443410924
70,7,-7.6,1.963,2.784,1.09192205
70,8,-7.5,4.41,6.568,1.552853383
70,9,-7.2,3.279,5.975,1.049710352
71,1,-8,0,0,1.19090426
71,2,-7.8,4.046,7.236,1.28445977
71,3,-7.5,3.635,5.706,1.34012279
71,4,-7.5,4.155,6.701,1.581161574
71,5,-7.4,3.093,5.337,1.328717904
71,6,-7.3,3.993,7.109,1.418781412
71,7,-7,2.621,5.972,1.342263898
71,8,-6.8,4.38,6.862,1.389422768
71,9,-6.8,2.69,4.879,1.338902588
72,1,-8.3,0,0,1.74720055
72,2,-8,2.643,5.321,1.840038014
72,3,-7.4,2.199,5.034,2.002227889
72,4,-7.4,3.485,5.766,1.564945431
72,5,-7.3,3.843,6.522,1.154639419
72,6,-7.3,3.996,7.22,1.460264625
72,7,-7.2,2.44,4.523,1.425436325
72,8,-7.1,1.593,2.167,1.717891872
72,9,-6.9,4.374,7.946,1.257780506
73,1,-8.4,0,0,1.257248964
73,2,-8.2,2.318,5.023,1.268600701
73,3,-7.7,4.534,6.817,1.017542773
73,4,-7.4,1.375,1.944,1.239159415
73,5,-7.3,2.016,4.937,1.189746496
73,6,-7.1,2.013,4.145,1.18571669
73,7,-7.1,2.373,4.063,1.382382159
73,8,-7.1,3.738,6.019,1.129097451
73,9,-7.1,4.437,7.156,1.326587013
74,1,-9,0,0,1.323337374
74,2,-8.9,2.154,5.337,1.648749034
74,3,-8.9,1.243,1.639,1.642159517
74,4,-8.5,3.207,6.009,1.145457549
74,5,-8.5,1.243,2.09,1.689745409
74,6,-8.3,3.899,6.373,1.027952558
74,7,-8.3,3.867,7.179,1.559355743
74,8,-8,2.413,5.077,1.384655168
74,9,-7.5,2.334,3.28,1.816661797
75,1,-8.6,0,0,1.081592808
75,2,-8.2,1.615,1.938,1.057154002
75,3,-7.9,1.955,4.093,0.988111977
75,4,-7.8,3.8,5.193,1.085252818
75,5,-7.7,3.485,5.242,1.024109443
75,6,-7.5,3.056,5.881,1.177953887
75,7,-7.1,4.244,6.853,1.317683279
75,8,-7,2.188,3.466,1.150717923
75,9,-7,4.636,7.128,1.072037934
76,1,-8.1,0,0,1.027349457
76,2,-7.7,3.674,5.749,1.295478731
76,3,-7.6,4.057,7.241,1.112992911
76,4,-7.6,4.155,6.813,1.459938934
76,5,-7.4,2.988,5.385,1.306693743
76,6,-7,4.081,6.768,1.313262849
76,7,-7,2.558,5.861,1.400022982
76,8,-7,4.605,7.269,1.283513928
76,9,-6.9,3.165,4.172,1.188157665
77,1,-8.3,0,0,1.150597409
77,2,-8,3.711,5.858,1.421374685
77,3,-8,4.022,7.011,1.535565329
77,4,-8,4.11,6.619,1.338930632
77,5,-7.9,3.868,6.756,1.116234352
77,6,-7.6,4.419,6.837,1.354013164
77,7,-7.6,3.942,6.881,0.762994564
77,8,-7.5,4.15,7.048,1.353492715
77,9,-7.3,3.3,4.482,1.319902163
78,1,-9.1,0,0,1.193897527
78,2,-8.6,2.105,5.378,1.497971934
78,3,-8.3,3.294,6.02,1.352776873
78,4,-8.2,3.929,7.273,1.556169215
78,5,-8,2.455,5.155,1.452771308
78,6,-8,3.721,6.329,1.256996764
78,7,-7.8,3.895,6.376,1.327741677
78,8,-7.8,2.097,4.817,0.875908619
78,9,-7.4,4.1,7.252,1.547015194
79,1,-8.8,0,0,1.251320367
79,2,-8.2,1.736,2.218,1.364066911
79,3,-8.2,3.498,4.805,1.147116952
79,4,-7.9,1.993,4.166,0.72255724
79,5,-7.9,3.552,5.204,1.307930391
79,6,-7.7,1.257,1.945,0.693325922
79,7,-7.7,3.993,6.075,1.217415577
79,8,-7.6,1.68,4.452,1.185495589
79,9,-7.4,3.882,5.423,1.426641477
80,1,-7.9,0,0,1.354115423
80,2,-7.9,3.665,5.697,1.253014899
80,3,-7.7,3.908,6.415,1.388720075
80,4,-7.7,0.794,1.444,1.432106285
80,5,-7.5,3.76,6.712,1.041279788
80,6,-7.4,3.795,6.798,1.347051059
80,7,-7.1,2.276,4.915,1.11479686
80,8,-7.1,3.272,4.42,1.244728295
80,9,-7,4.538,7.204,1.183506894
81,1,-9.4,0,0,1.562320576
81,2,-9.4,1.6,5.491,1.519010808
81,3,-9,1.854,2.414,1.584126308
81,4,-8.9,3.176,6.116,1.306567169
81,5,-8.8,3.49,7.019,1.605895959
81,6,-8.7,3.865,6.406,1.288258945
81,7,-8.4,3.884,6.814,1.154583798
81,8,-8.3,2.154,4.539,1.051417888
81,9,-8.2,1.968,5.1,0.940372072
82,1,-8,0,0,1.109317754
82,2,-7.6,2.394,4.94,1.188057787
82,3,-7.4,3.863,6.784,1.13466422
82,4,-7.3,4.153,6.723,1.387895609
82,5,-7.3,3.832,5.775,1.42352007
82,6,-7.2,4.183,7.231,1.565767016
82,7,-7.1,3.854,6.809,0.868776848
82,8,-7,2.712,5.078,1.180787526
82,9,-7,3.487,5.566,1.259283126
